Company Name	Position Title	Position Type	Location	Company Stage	Monthly Salary	Monthly Stock/ Stipend	Annualized Base Salary	Stock/ Stipend per Year	Signing Bonus	Additional Benefits	Did You Negotiate the Offer?	Did You Accept the Offer?	Time Frame From First Interview Invitation to Offer in Weeks	Sex	Degree Level	Last Year of College	Last School Attended	Major	Additional Information	Intern Conversion	Base Salary	Base Salary Rate	Housing Stipend	Stock Bonuses/Benefits	Stock in currency or number of units	Stock Vesting Schedule Details	Annualized Recurring Renumeration (inc. stock and stipend)	Recurring Renumeration per Month (inc. stock and stipend)	Total First Year Annualized Renumeration(including Signon & Relocation)	Timestamp
Visa	Software Engineer Intern	Intern	Austin	Public	5026.666667	1300	60320	15600			No	No		Male	Bachelors	Junior	Non target large private	I.S.			29	Per hour	1300	0	USD		"$75,920 "	"$6,327 "	"$75,920 "	11/30/2016 15:12
Social media startup	SWE Intern	Intern	"Vancouver, BC"	Seed	3700	0	44400	0			No	Yes	1	Female	Bachelors	Sophomore	Vancouver area university	Comp sci		No	3700	Per month		0	No Stock Offered		"$44,400 "	"$3,700 "	"$44,400 "	11/30/2016 15:13
~20 person startup	Software Engineer	Intern	San Francisco	Series A	6500	2000	78000	24000	1000	"Free lunch, gym, etc."	No	Yes	1	Male	Masters	Graduate					6500	Per month	2000	0	No Stock Offered		"$102,000 "	"$8,500 "	"$103,000 "	11/30/2016 15:16
IBM	SDE	Full Time	"RTP, NC"	Public	7833.333333	0	94000	0			Yes	Yes	6	Male	Masters		UC Irvine	CS		No	94000	Per year		5000	No Stock Offered		"$94,000 "	"$7,833 "	"$94,000 "	11/30/2016 15:16
Google	Software Engineer	Intern	Montreal	Public	6375	0	76500	0	10000		No	No	1	Male	Masters	Graduate					76500	Per year		0	CAD		"$76,500 "	"$6,375 "	"$86,500 "	11/30/2016 15:19
Tech	Associate Software Engineer	Full Time	"Durham, NC"	Public	6666.666667	0	80000	0	11000		No	Yes		Female	Bachelors	Senior	State College	Computer Science		Yes	80000	Per year		0	No Stock Offered		"$80,000 "	"$6,667 "	"$91,000 "	11/30/2016 15:22
Bloomberg	Software Engineering Intern	Intern	New York City	Series D+	6933.333333	5000	83200	60000		"Free soup, free ice cream, free snacks"	No	Yes	4	Male	Bachelors	Sophomore	Ivy League	Computer Science		No	40	Per hour	5000	0	USD		"$143,200 "	"$11,933 "	"$143,200 "	11/30/2016 15:24
Shopify	Production Engineering Intern	Intern	"Ottawa, Ontario, Canada"	Public	4666.666667	400	56000	4800	0	"Wellness perks, free lunch, etc"	No	Yes	3	Male	Bachelors	Senior				No	56000	Per year	400	0	No Stock Offered		"$60,800 "	"$5,067 "	"$60,800 "	11/30/2016 15:30
Facebook	Software Engineering Intern	Intern	"Sunnyvale, CA"	Public	8250	1200	99000	14400	5000		Prefer not to disclose	No		Male	Bachelors	Senior	University of Michigan - Ann Arbor	Computer Science			8250	Per month	1200	0	USD		"$113,400 "	"$9,450 "	"$118,400 "	11/30/2016 15:35
Qualcomm	Software Engineering Intern	Intern	San Diego	Public	6586.666667	5500	79040	66000			No	Still considering	2	Male	Bachelors	Junior	Flagship State School in the South	Computer Science	No specific team at time of offer. Internship varies from 10-14 weeks (12 preferred)		38	Per hour	5500	0	No Stock Offered		"$145,040 "	"$12,087 "	"$145,040 "	11/30/2016 15:36
Network Security Company	Software Engineer	Full Time	Boston	Series D+	7083.333333	0	85000	0	5000		No	Yes	3	Male	Bachelors	Senior	Top East Coast State School	Computer Science		No	85000	Per year		1500	Number of Units		"$85,000 "	"$7,083 "	"$90,000 "	11/30/2016 15:37
Facebook	Software Engineering Intern	Intern	"Menlo Park, CA"	Public	8000	1000	96000	12000		"Free food, laundry, bike stipend"	Prefer not to disclose	Yes	2	Male	Bachelors	Senior	University of Michigan - Ann Arbor	Computer Science			8000	Per month	1000	0	USD		"$108,000 "	"$9,000 "	"$108,000 "	11/30/2016 15:37
Workday	Software Engineering Intern	Intern	"Pleasanton, California"	Public	7280	3000	87360	36000			No	Yes	3	Male	Bachelors	Junior	UIUC	Computer Engineering			42	Per hour	3000	0	USD		"$123,360 "	"$10,280 "	"$123,360 "	11/30/2016 15:38
Bloomberg	Software Engineer Intern	Intern	"New York, New York"	Private	6933.333333	5100	83200	61200	2000		No	Still considering	3	Male	Bachelors	Senior	UCLA	Computer Science	"11 week internship, will be flown out to HQ for a tour and meet the teams before signing the offer."	No	40	Per hour	5100	0	USD		"$144,400 "	"$12,033 "	"$146,400 "	11/30/2016 15:39
Microsoft	Software Engineering Intern	Intern	"Redmond, WA"	Public	7200	1333	86400	15996			No	Yes	10	Male	Bachelors	Sophomore	Midwest State College	Computer Engineering			7200	Per month	1333	0	USD		"$102,396 "	"$8,533 "	"$102,396 "	11/30/2016 15:43
Illumio		Intern	"Sunnyvale, CA"	Series C	6933.333333	1000	83200	12000			No	Yes	5	Male	Bachelors	Junior	Stanford University	Computer Science			40	Per hour	1000	0	No Stock Offered		"$95,200 "	"$7,933 "	"$95,200 "	11/30/2016 15:43
Target	Tech Leadership Program Trainee	Full Time	"Minneapolis, Minesota"	Public	5833.333333	0	70000	0		10% employee discount at Target. 	No	No	6	Male	Bachelors	Graduate	UIUC	Computer Science		No	70000	Per year		0	No Stock Offered		"$70,000 "	"$5,833 "	"$70,000 "	11/30/2016 15:46
Apple		Full Time	Santa Clara Valley	Public	8333.333333	1041.666667	100000	12500	10000		Yes	Yes		Male	Bachelors	Graduate				Yes	100000	Per year		50000	USD		"$112,500 "	"$9,375 "	"$122,500 "	11/30/2016 15:47
Amazon	SDE Intern	Intern	Canada	Public	5500	2500	66000	30000		Free snacks	No	Yes	8	Male	Bachelors	Junior	Top Ranking School	Computer Science			5500	Per month	2500	0	No Stock Offered		"$96,000 "	"$8,000 "	"$96,000 "	11/30/2016 15:47
Amazon	Software Developer Engineer	Full Time	Seattle	Public	8583.333333	1354.166667	103000	16250	57000		No	No		Male	Bachelors	Senior	Western  Canada University	Computer Science		Yes	103000	Per year		65000	USD	"4 years: 5%, 15%, 40%, 40%"	"$119,250 "	"$9,938 "	"$176,250 "	11/30/2016 15:48
At&t	Software Developer	Full Time	"St. Louis, MO"	Public	6250	0	75000	0	3000		No	No	10	Male	Bachelors	Graduate	UIUC	Computer Science		No	75000	Per year		0	No Stock Offered		"$75,000 "	"$6,250 "	"$78,000 "	11/30/2016 15:48
BazaarVoice		Intern	Texas	Public	3466.666667	0	41600	0	0		No	Yes		Male	Bachelors	Freshman	State School in South	CS		No	20	Per hour	0	0	No Stock Offered		"$41,600 "	"$3,467 "	"$41,600 "	11/30/2016 15:48
Snapchat	Software Engineer New Grad	Full Time	"Venice, CA"	Series D+	10000	4166.666667	120000	50000	10000		No	No		Male	Bachelors	Senior	Public School	Computer Science		No	120000	Per year		200000	USD	10/20/30/40	"$170,000 "	"$14,167 "	"$180,000 "	11/30/2016 15:48
Microsoft	Software Engineer	Full Time	Redmond	Public	8916.666667	2500	107000	30000	40000	$800 yearly for gym	Yes	Yes	8	Male	Bachelors	Senior	UBC	CS		No	107000	Per year		120000	USD	25% a year	"$137,000 "	"$11,417 "	"$177,000 "	11/30/2016 15:49
Sonatype	Data Science Intern 	Intern	Kentucky 	Public	3293.333333	0	39520	0			No	Yes	2	Male	Bachelors	Junior	State College	CS		No	19	Per hour		0	No Stock Offered		"$39,520 "	"$3,293 "	"$39,520 "	11/30/2016 15:50
Facebook	Software Engineer	Full Time	"Menlo Park, CA, US"	Public	11666.66667	937.5	140000	11250	100000		Yes	Yes		Male	Bachelors	Graduate	UC Berkeley	Computer Science		Yes	140000	Per year		45000	USD		"$151,250 "	"$12,604 "	"$251,250 "	11/30/2016 15:51
Jane Street 		Intern	"Manhattan, New York"	Private	10400	2100	124800	25200		"Gym, free lunch"	No	Yes		Prefer Not to Disclose	Bachelors	Junior					10400	Per month	2100	0	No Stock Offered		"$150,000 "	"$12,500 "	"$150,000 "	11/30/2016 15:53
JP Morgan chase	summer analyst	Intern	nyc	Public	6543.333333	0	78520	0	1500		No	Still considering	3	Male	Bachelors	Senior	cuny	cs		No	37.75	Per hour	0	0	No Stock Offered		"$78,520 "	"$6,543 "	"$80,020 "	11/30/2016 15:56
Rubrik	"Software Engineer, New Grad"	Full Time	Palo Alto	Series C	10000	2916.666667	120000	35000	5000	"free lunch, free dinner"	Yes	Yes	3	Male	Bachelors	Senior	Top west coast tech school	Computer Science		No	120000	Per year		140000	USD	"4 years, 1 year cliff"	"$155,000 "	"$12,917 "	"$160,000 "	11/30/2016 15:58
Coursera	"Software Engineer, New Grad"	Full Time	MTV	Series C	10833.33333	0	130000	0		"free lunch, free snacks, free dinner"	No	No	3	Male	Bachelors	Senior				No	130000	Per year		35000	Number of Units		"$130,000 "	"$10,833 "	"$130,000 "	11/30/2016 15:59
"(name: not disclosed, space: medical)"	Software Engineer	Full Time	"Suffolk County, NY"	Private	5166.666667	0	62000	0	3000		No	Yes	4	Male	Bachelors	Senior	SUNY	Computer Science	converted from 10 week internship	Yes	62000	Per year		0	No Stock Offered		"$62,000 "	"$5,167 "	"$65,000 "	11/30/2016 15:59
Microsoft	"SDE, New Grad"	Full Time	"Redmond, WA"	Public	8916.666667	2500	107000	30000	15000	usual microsoft benefits	Yes	No	3	Male	Bachelors	Senior				No	107000	Per year		120000	USD	3.5 years	"$137,000 "	"$11,417 "	"$152,000 "	11/30/2016 16:00
IBM	Software Engineer	Full Time	Littleton MA	Public	9375	0	112500	0	7500		No	No		Prefer Not to Disclose	Masters	Graduate	State School	Computer Science		Yes	112500	Per year		0	No Stock Offered		"$112,500 "	"$9,375 "	"$120,000 "	11/30/2016 16:00
Microsoft	SDE Intern	Intern	"Redmond, WA"	Public	7200	0	86400	0			No	No	6	Male	Bachelors	Junior					7200	Per month		0	No Stock Offered		"$86,400 "	"$7,200 "	"$86,400 "	11/30/2016 16:02
Bank of America Merrill Lynch	Technology Summer Analyst	Intern	"New York, NY"	Public	5720	0	68640	0	2500			Still considering	6	Male	Bachelors	Freshman	University Of Maryland	Computer Engineering	Algorithmic Trading/HFT Team	No	33	Per hour		0	No Stock Offered		"$68,640 "	"$5,720 "	"$71,140 "	11/30/2016 16:06
Google	Software Engineering Intern	Intern	"Mountain View, CA"	Public	7500	3000	90000	36000			No	Yes	4	Male	Bachelors	Sophomore	UC Berkeley	EECS			90000	Per year	3000	0	No Stock Offered		"$126,000 "	"$10,500 "	"$126,000 "	11/30/2016 16:08
Zynga	Software Engineer	Full Time	San Francisco	Public	9166.666667	520.8333333	110000	6250	20000	"401k match, gym, food"	Yes	Yes		Male	Masters	Graduate	State school	Computer science		No	110000	Per year		25000	USD	4 years vesting schedule with 1 year cliff	"$116,250 "	"$9,688 "	"$136,250 "	11/30/2016 16:14
Workday	Software Development Engineer	Intern	"Pleasanton, CA"	Public	7280	0	87360	0		Paid corporate housing	No	Still considering		Male	Bachelors	Junior					42	Per hour		0	No Stock Offered		"$87,360 "	"$7,280 "	"$87,360 "	11/30/2016 16:20
Google	Software Engineer	Full Time	"Mountain View, CA"	Public	9333.333333	0	112000	0	36000		Yes	Yes		Male	Bachelors	Senior	University of Wisconsin-Madison	Computer Science		No	112000	Per year	0	135	Number of Units		"$112,000 "	"$9,333 "	"$148,000 "	11/30/2016 16:23
Google	Engineering Practicum Intern	Intern	US	Public	5000.666667	3000	60008	36000	0	Google!	No	Yes	4	Male	Bachelors	Sophomore		Computer Science		No	28.85	Per hour	3000	0	No Stock Offered		"$96,008 "	"$8,001 "	"$96,008 "	11/30/2016 16:24
PayPal 	Software Engineer 2	Full Time	San Jose 	Public	9583.333333	708.3333333	115000	8500	30000		No	Still considering	3	Male	Masters	Graduate				No	115000	Per year		34000	USD	One third every year 	"$123,500 "	"$10,292 "	"$153,500 "	11/30/2016 16:28
Airbnb	Software Engineering Intern	Intern	San Francisco	Series D+	6933.333333	4000	83200	48000			No	Yes		Prefer Not to Disclose	Bachelors	Junior		CS			40	Per hour	4000	0	No Stock Offered		"$131,200 "	"$10,933 "	"$131,200 "	11/30/2016 16:30
GitHub	Application Engineering Intern	Intern	San Francisco	Series B	6400	3000	76800	36000		"Gym access, free food"	No	Yes	3.5	Female	Bachelors	Junior	Top 10 School 	Computer Science			6400	Per month	3000	0	USD		"$112,800 "	"$9,400 "	"$112,800 "	11/30/2016 16:31
Yelp	Software Engineer	Full Time	"San Francisco, CA"	Public	9166.666667	2500	110000	30000	10000	"Fully Stocked Kitchen, Free Baristas, Tax break on Transportation, Some % of Gym Membership off, Catered Lunch on Fridays."	No	Yes		Male	Bachelors	Senior	Midwest State Target School			Yes	110000	Per year		120000	USD	"4 years, 25% after first year and 1/16 each quarter after"	"$140,000 "	"$11,667 "	"$150,000 "	11/30/2016 16:32
Pictometry International	Software Developers Engineer Co-op	Intern	"Rochester, NY"	Private	4160	0	49920	0		Free lunch	Yes	Yes		Female	High School	Junior	Rochester Institute of Technology 	Computer Engineering 			24	Per hour		0	No Stock Offered		"$49,920 "	"$4,160 "	"$49,920 "	11/30/2016 16:32
Goldman Sachs	Technology Analyst	Full Time	NY/NJ	Public	7083.333333	0	85000	0	15000	"Subsidized gym membership, "	No	No		Male	Bachelors	Senior	Big 10 State School	CS		Yes	85000	Per year		0	No Stock Offered		"$85,000 "	"$7,083 "	"$100,000 "	11/30/2016 16:33
Apple	Software engineering intern 	Intern	Cupertino 	Public	6933.333333	1000	83200	12000	650	"Optional corporate housing instead of housing bonus, healthcare "	No	Yes	2	Female	Bachelors	Junior	USC 	Computer engineering 			40	Per hour	1000	0	No Stock Offered		"$95,200 "	"$7,933 "	"$95,850 "	11/30/2016 16:33
LinkedIn 	Software Engineer 	Full Time	"Sunnyvale, CA"	Public	10000	3125	120000	37500	10000		No	Yes		Male	Bachelors	Graduate				Yes	120000	Per year		150000	USD	"4 years, 1 year cliff"	"$157,500 "	"$13,125 "	"$167,500 "	11/30/2016 16:35
Box	Software Engineer	Full Time	Redwood City	Public	10416.66667	0	125000	0		"gym membership, free lunch & dinner, free caltrain"	No	Yes	2	Male	Bachelors	Senior	UC Berkeley	EECS		Yes	125000	Per year		6500	Number of Units	4 years vesting schedule with 1 year cliff	"$125,000 "	"$10,417 "	"$125,000 "	11/30/2016 16:37
Freedom Mortgage	IT Developer	Full Time	Philadelphia	Private	5833.333333	0	70000	0			No	Yes	2	Male	Bachelors	Senior	Rutgers University - Camden	Computer Science	Straightforward interview light on the technical side	No	70000	Per year		0	No Stock Offered		"$70,000 "	"$5,833 "	"$70,000 "	11/30/2016 16:42
Ultimate Software		Intern	"Weston, FL"	Public	4506.666667	0	54080	0		free housing	No	No	6	Female	High School	Junior	Georgia Tech				26	Per hour		0	No Stock Offered		"$54,080 "	"$4,507 "	"$54,080 "	11/30/2016 16:50
Quantlab	Technology Intern	Intern	Houston	Series D+	7800	0	93600	0			No	Yes		Male	Bachelors	Sophomore	UT	CS		No	7800	Per month		0	USD		"$93,600 "	"$7,800 "	"$93,600 "	11/30/2016 16:52
Workday	Software Development Engineer Intern	Intern	California	Public	7280	0	87360	0		"Corporate housing, free snacks, free breakfast, other small perks"	No	Yes		Male	Bachelors	Junior				No	42	Per hour		0	USD		"$87,360 "	"$7,280 "	"$87,360 "	11/30/2016 16:52
Northrop Grumman		Intern	CA	Public	3952	6500	47424	78000			No	No	3	Female	Bachelors	Junior	Georgia Tech		security		22.8	Per hour	6500	0	No Stock Offered		"$125,424 "	"$10,452 "	"$125,424 "	11/30/2016 16:53
Google	Site Reliability Engineer	Full Time	Dublin	Public	5000	2041.666667	60000	24500	18000		No	Yes	0	Male	Bachelors	Senior	Dublin	Computer Science		No	60000	Per year	0	98000	USD	4 years	"$84,500 "	"$7,042 "	"$102,500 "	11/30/2016 16:54
Sandia Labs		Intern	"Albuquerque, New Mexico"	Government	3945.066667	0	47340.8	0			No	No	1	Female	Bachelors	Junior	Georgia Tech		security		22.76	Per hour	0	0	No Stock Offered		"$47,341 "	"$3,945 "	"$47,341 "	11/30/2016 16:55
Cisco		Intern	San Jose	Public	4900.133333	0	58801.6	0	6000		No	Still considering		Male	Bachelors	Junior					28.27	Per hour		0	No Stock Offered		"$58,802 "	"$4,900 "	"$64,802 "	11/30/2016 16:57
Intentional Software		Intern	"Bellevue, WA"	Private	7626.666667	0	91520	0		"housing provided, transportation provided"	No	Yes	6	Female	Bachelors	Junior	Southeastern public college		12 weeks		44	Per hour	0	0	No Stock Offered		"$91,520 "	"$7,627 "	"$91,520 "	11/30/2016 16:58
IBM	Software Engineer	Full Time	"Cambridge, MA"	Public	6750	0.104166667	81000	1.25	0		Yes	Yes		Male	Bachelors	Senior	East Coast State School	Computer Science	Watson Engineer	Yes	81000	Per year		5	USD		"$81,001 "	"$6,750 "	"$81,001 "	11/30/2016 17:01
Microsoft	New Grad SWD	Full Time	"Redmond, WA"	Public	8916.666667	1250	107000	15000	30000		Yes	Yes		Prefer Not to Disclose	Bachelors	Senior					107000	Per year		60000	USD	4 years	"$122,000 "	"$10,167 "	"$152,000 "	11/30/2016 17:02
Avionics Interface Technologies	Software Engineer	Full Time	"Omaha, NE"	Series A	5833.333333	0	70000	0	0		No	Yes	3	Male	Bachelors	Senior	University of Nebraska	Computer Engineering		No	70000	Per year	0	15	"15% off 6 month low of Teradyne Stock, "	0	"$70,000 "	"$5,833 "	"$70,000 "	11/30/2016 17:04
Google	Software Engineering Resident  	Full Time	Mountain View	Public	7833.333333	0	94000	0			No	Yes	6	Female	Bachelors	Senior	Good liberal arts school	Computer Science	One year rotational program with high conversion rate to full time afterwards 	No	94000	Per year		0	USD		"$94,000 "	"$7,833 "	"$94,000 "	11/30/2016 17:05
Google	Software Engineering Practicum intern	Intern	Mountain View	Public	5026.666667	0	60320	0	9000		No	Yes	4	Female	Bachelors	Sophomore	Ivy League	Computer Science		No	29	Per hour		0	No Stock Offered		"$60,320 "	"$5,027 "	"$69,320 "	11/30/2016 17:06
Google	Software Engineer	Full Time	Mountain View	Public	10000	0	120000	0	42500	Standard Google potpourri	Yes	Yes	8	Male	Masters	Graduate	Good-not-great Midwest private	Computer Science		No	120000	Per year		220	Number of Units	"4 years, 1 year cliff"	"$120,000 "	"$10,000 "	"$162,500 "	11/30/2016 17:06
Data Visualization Company 	Software Engineer	Full Time	Texas	Public	8333.333333	0	100000	0	5000			Yes		Prefer Not to Disclose	Bachelors	Senior	Southern Ivy 	Computer Science		Yes	100000	Per year		3200	Number of Units	4 year vesting with 1 year cliff	"$100,000 "	"$8,333 "	"$105,000 "	11/30/2016 17:10
Series A Productivity	Software Engineering Intern	Intern	Bay Area	Series A	6500	2000	78000	24000		Free lunch	No	Yes	7	Female	Bachelors	Junior	Top Tier CS	Computer Science			6500	Per month	2000	0	No Stock Offered		"$102,000 "	"$8,500 "	"$102,000 "	11/30/2016 17:15
Google	SWE	Full Time	California	Public	10166.66667	0	122000	0	15000		No	Yes	8	Female	Bachelors	Senior	UC	Computer Science/Applied Math		No	122000	Per year		135	Number of Units	4 year vesting	"$122,000 "	"$10,167 "	"$137,000 "	11/30/2016 17:16
Amazon	SDE I	Full Time	NYC	Public	9000	1354.166667	108000	16250	52000		No	Yes		Male	Masters	Graduate		Computer Science		Yes	108000	Per year		65000	USD	4 years	"$124,250 "	"$10,354 "	"$176,250 "	11/30/2016 17:17
Slack Technologies	Software Engineering Intern	Intern	"San Francisco, CA, USA"	Series D+	8666.666667	1000	104000	12000		Free snacks	No	No	3	Female	Bachelors	Junior	Top Tier CS	Computer Science			50	Per hour	1000	0	No Stock Offered		"$116,000 "	"$9,667 "	"$116,000 "	11/30/2016 17:17
Twilio	evangelist intern	Intern	US	Public	8320	2500	99840	30000		"gym membership, book reimbursement, travel reimbursement"	No	Yes	8	Female	Bachelors	Junior	East Coast liberal arts	computer science			48	Per hour	2500	0	USD		"$129,840 "	"$10,820 "	"$129,840 "	11/30/2016 17:22
Electronic Arts	Junior Project Manager	Full Time	"Redwood City, CA"	Public	6366.666667	0	76400	0	10000		No	Yes		Male	Bachelors	Senior	The University of Texas at Austin			Yes	76400	Per year		126	Number of Units		"$76,400 "	"$6,367 "	"$86,400 "	11/30/2016 17:24
Airbnb	Software Engineer	Full Time	San Francisco	Series D+	10416.66667	4166.666667	125000	50000	20000		No	Yes	3	Male	Bachelors	Senior	UC in Northern California	Computer Science		No	125000	Per year		200000	USD		"$175,000 "	"$14,583 "	"$195,000 "	11/30/2016 17:24
Twitter	Software Engineering Intern	Intern	San Francisco	Public	6500	2000	78000	24000			No	Yes	1	Female	Bachelors	Junior	california state school	Computer Science			6500	Per month	2000	0	No Stock Offered		"$102,000 "	"$8,500 "	"$102,000 "	11/30/2016 17:25
Microsoft	Software Engineer	Full Time	"Redmond, WA"	Public	8916.666667	1250	107000	15000	20000		No	No		Male	Bachelors	Senior	UC Berkeley	Computer Science		Yes	107000	Per year		60000	USD	3.5 years	"$122,000 "	"$10,167 "	"$142,000 "	11/30/2016 17:25
Facebook	Frontend Engineer	Full Time	"Menlo Park, CA"	Public	8916.666667	15000	107000	180000	100000		Yes	Yes		Male	Bachelors	Graduate	"Top 20 Overall, Mid-40 CS Rated School"	CS		Yes	107000	Per year	10000	240000	USD	4 years vesting schedule with 1 year cliff	"$287,000 "	"$23,917 "	"$387,000 "	11/30/2016 17:27
